region,device_type,num_devices,avg_energy_savings,avg_nrg_sav_by_dt,avg_co2_saved_tons,pct_energy_savings_region,pct_co2_saved_region
North America,Desktop,96628,25.5778987457051786,0.03909625297769666959,0.01023126629962329760,32.1000541814945383,32.0999965387751667
North America,Laptop,202850,25.7724974118807000,0.03880105152475508044,0.01030913384274094160,67.8999458185054617,67.9000034612248333
Europe,Desktop,35156,25.6104363408806463,0.03904658189691795675,0.00640254579588121520,31.9683905240170052,31.9679587424995175
Europe,Laptop,74225,25.8140532165712361,0.03873858907821781718,0.00645357763556753120,68.0316094759829948,68.0320412575004825
Asia,Desktop,61892,25.6795627867898921,0.03894147296442371911,0.01540761810896400180,31.9524101615113461,31.9522290188248122
Asia,Laptop,130989,25.8402339127713014,0.03869934008243474389,0.01550414920336822180,68.0475898384886539,68.0477709811751878
